20891424,LAHB,220501,05/01/2022 01:50:00,1179-Trfc Collision-1141 Enrt,I405 N / Macarthur Blvd,OCCC,,,33.682896,-117.857078,12,59,36770,405,N,7.83,7.6,,1
20891426,SAHB,220501,05/01/2022 01:54:00,1125-Traffic Hazard,Sr99 N / French Camp Rd Ofr,Stockton,,,37.858975,-121.218541,10,77,,99,N,11.39,247.2,,35
20891430,LAHB,220501,05/01/2022 02:03:00,WW-Wrong Way Driver,I405 S / Santa Monica Blvd,West LA,,,34.046958,-118.446773,7,37,44000,405,S,30.828,54.6,,20
20891431,LAHB,220501,05/01/2022 02:01:00,20002-Hit and Run No Injuries,I10 W / Sr60 W,Central LA,,,34.02834,-118.230192,7,37,44000,10,W,17.655,15.5,,10
20891432,LAHB,220501,05/01/2022 01:59:00,1183-Trfc Collision-Unkn Inj,I10 E / MCCLURE TUNNEL,West LA,,,34.011353,-118.494683,7,37,70000,10,E,R2.155,0,,115
20891433,LAHB,220501,05/01/2022 01:57:00,1125-Traffic Hazard,I10 E / S San Gabriel Blvd,East LA,,,34.071846,-118.090584,7,37,62896,10,E,25.8,24.3,,2
20891434,LAHB,220501,05/01/2022 01:55:00,CZP-Assist with Construction,Sb 5,,,,,,,,,5,,,,,7
20891435,LAHB,220501,05/01/2022 01:54:00,1125-Traffic Hazard,Sr99 S / Sr180,Fresno,,,36.7409,-119.815032,6,19,27000,99,S,21.885,134.2,,14
20891437,GGHB,220501,05/01/2022 02:06:00,WW-Wrong Way Driver,I580 W / Isabel Ave E Ofr,Dublin,,,37.700839,-121.794374,4,1,41992,580,W,13.868,29.9,,12
20891438,LAHB,220501,05/01/2022 02:07:00,1125-Traffic Hazard,I405 N / Sepulveda Blvd 79-64 (getty),West LA,,,34.096564,-118.476908,7,37,44000,405,N,34.728,58.5,,78
20891440,INHB,220501,05/01/2022 02:07:00,1125-Traffic Hazard,I10 W Eo / Citrus Ave Font,Rancho Cucamonga,,,34.067011,-117.445295,8,71,,10,W,15.628,62.4,,9
20891441,SAHB,220501,05/01/2022 02:13:00,WW-Wrong Way Driver,I580 W / Isabel Ave E Ofr,Golden Gate Dispatch,,,37.700835,-121.794374,4,1,41992,580,W,13.868,29.9,,7
20891442,GGHB,220501,05/01/2022 02:10:00,FIRE-Report of Fire,I680 S / Willow Pass Rd E Onr,Contra Costa,,,37.962947,-122.054342,4,13,16000,680,S,R18.97,50.502,,22
20891443,GGHB,220501,05/01/2022 02:15:00,1125-Traffic Hazard,Us101 S / Embarcadero Rd W Ofr,Redwood City,,,37.45212,-122.126903,4,85,55282,101,S,52.526,402.2,,1
20891444,GGHB,220501,05/01/2022 02:14:00,CFIRE-Car Fire,I880 N / Davis St Ofr,Hayward,,,37.715206,-122.172632,4,1,68084,880,N,23.273,33.5,,56
20891449,INHB,220501,05/01/2022 02:16:00,MZP-Assist CT with Maintenance,I5 N / Sr76 (n Coast Hwy),Oceanside,,,33.204836,-117.383078,11,73,53322,5,N,R53.909,53.8,,3
20891450,INHB,220501,05/01/2022 02:15:00,1125-Traffic Hazard,I5 N To / I405 N Con,Santa Ana,,,33.643456,-117.733342,12,59,36770,5,N,21.142,93.4,,79
20891451,SAHB,220501,05/01/2022 02:17:00,1179-Trfc Collision-1141 Enrt,I5 N / Anderson Grade Smt,Yreka,,,41.799444,-122.582028,2,93,,5,N,R53.663,780.9,,67
20891452,LAHB,220501,05/01/2022 02:21:00,1183-Trfc Collision-Unkn Inj,Us101 N / Tampa Ave,West Valley,,,34.173645,-118.553468,7,37,44000,101,N,22.241,23.6,,3
20891453,LAHB,220501,05/01/2022 02:18:00,1183-Trfc Collision-Unkn Inj,Us101 N / Winnetka Ave,West Valley,,,34.172307,-118.570928,7,37,44000,101,N,23.241,24.6,,170
20891455,INHB,220501,05/01/2022 02:20:00,WW-Wrong Way Driver,I10 E / Cherry Valley Blvd Exit 90 Mm 3,San Gorgonio Pass,,,33.968558,-117.03653,8,65,9864,10,E,R2.979,88.9,,2
20891456,INHB,220501,05/01/2022 02:19:00,WW-Wrong Way Driver,I10 E / Cherry Valley Blvd Exit 90 Mm 3,San Gorgonio Pass,,,33.968558,-117.03653,8,65,9864,10,E,R2.979,88.9,,4
20891457,INHB,220501,05/01/2022 02:18:00,1125-Traffic Hazard,I5 S / Old Town No,San Diego,,,32.749566,-117.195941,11,73,66000,5,S,R19.209,19.1,,20
20891459,LAHB,220501,05/01/2022 02:28:00,1125-Traffic Hazard,Sr99 S / West Bradbury Rd Ofr,Merced,,,37.451767,-120.800065,10,47,,99,S,R35.875,209.3,,24
20891460,LAHB,220501,05/01/2022 02:26:00,1179-Trfc Collision-1141 Enrt,I710 S / I405 S I710 Con,South LA,,,33.829346,-118.208358,7,37,43000,710,S,9.66,4.7,,219
20891461,LAHB,220501,05/01/2022 02:25:00,1125-Traffic Hazard,Sr57 S / Sr57 S Sr91 W Con,OCCC,,,33.856536,-117.875988,12,59,53980,57,S,15.942,5.4,,16
20891462,SAHB,220501,05/01/2022 02:31:00,1125-Traffic Hazard,Sr99 S / Florin Rd E Ofr,South Sac,,,38.496395,-121.446463,3,67,,99,S,19.655,294.1,,2
20891463,GGHB,220501,05/01/2022 02:30:00,1125-Traffic Hazard,Us101 S / No Telephone Rd,Ventura,,,34.264722,-119.239444,7,111,65042,101,S,26.478,66,,19
20891464,LAHB,220501,05/01/2022 02:29:00,1125-Traffic Hazard,Sr170 N / Magnolia,West Valley,,,34.164906,-118.382571,7,37,44000,170,N,R15.414,2.5,,151
20891465,INHB,220501,05/01/2022 02:32:00,1179-Trfc Collision-1141 Enrt,I15 N / Joshua St,Victorville,,,34.406129,-117.396261,8,71,33434,15,N,32.268,139.8,,227
20891467,INHB,220501,05/01/2022 02:29:00,WW-Wrong Way Driver,I8 E / Vanderlinden Rd Ofr,El Centro,,,32.773158,-115.289972,11,25,,8,E,R53.263,130.3,,4
20891469,SAHB,220501,05/01/2022 02:34:00,20002-Hit and Run No Injuries,I80 E / Watt Ave Ofr,North Sac,,,38.644125,-121.388866,3,67,64000,80,E,M9.982,93.9,,5
20891470,SAHB,220501,05/01/2022 02:33:00,1179-Trfc Collision-1141 Enrt,Sr99 N / Sr120 E,Stockton,,,37.792623,-121.189947,10,77,,99,N,6.29,242.1,,83
20891471,LAHB,220501,05/01/2022 02:36:00,FIRE-Report of Fire,I5 S / Pyramid Lake Rd Ofr,Newhall,,,34.711099,-118.797616,7,37,,5,S,R78.176,194.7,,1
20891472,LAHB,220501,05/01/2022 02:35:00,FIRE-Report of Fire,I5 S / Smokey Bear Rd,Newhall,,,34.707912,-118.796201,7,37,,5,S,R77.976,194.5,,35
20891473,INHB,220501,05/01/2022 02:38:00,WW-Wrong Way Driver,I5 N / Old Town,San Diego,,,32.747748,-117.193365,11,73,66000,5,N,R19.009,18.9,,17
20891476,GGHB,220501,05/01/2022 02:40:00,1125-Traffic Hazard,Wb 580 Jeo Eden,,,,,,,,,580,,,,,4
20891477,GGHB,220501,05/01/2022 02:41:00,1125-Traffic Hazard,Us101 N / Us101 N S Spring St Ofr,Templeton,,,35.606582,-120.692166,5,79,,101,N,55.315,228.8,,10
20891478,LAHB,220501,05/01/2022 02:42:00,1125-Traffic Hazard,I605 N / Sr91,Santa Fe Springs,,,33.876381,-118.102337,7,37,12552,605,N,R5.048,7.1,,3
20891480,LAHB,220501,05/01/2022 02:48:00,1183-Trfc Collision-Unkn Inj,I10 W / 20th St,West LA,,,34.023364,-118.473809,7,37,70000,10,W,R3.055,.9,,85
20891481,LAHB,220501,05/01/2022 02:44:00,1182-Trfc Collision-No Inj,Sr99 N / Hammett Rd Ofr,Modesto,,,37.722958,-121.100585,10,99,,99,N,R24.04,235.1,,131
20891484,LAHB,220501,05/01/2022 02:49:00,20002-Hit and Run No Injuries,I405 N / Western Ave,South LA,,,33.859953,-118.309145,7,37,44000,405,N,14.428,38.2,,41
20891485,INHB,220501,05/01/2022 02:54:00,CZP-Assist with Construction,Sr163 S / Clairemont Mesa,San Diego,,,32.832322,-117.141065,11,73,66000,163,S,8.798,8.2,,0
20891486,INHB,220501,05/01/2022 02:51:00,1183-Trfc Collision-Unkn Inj,I805 S / Plaza Blvd Ofr,San Diego,,,32.680976,-117.086733,11,73,50398,805,S,10.549,10.4,,238
20891487,GGHB,220501,05/01/2022 02:54:00,1183-Trfc Collision-Unkn Inj,Us101 N / Ralston Ave Ofr,Redwood City,,,37.523512,-122.266836,4,81,5108,101,N,9.313,411.5,,93
20891488,LAHB,220501,05/01/2022 02:54:00,1179-Trfc Collision-1141 Enrt,I5 S / Vista Del Lago Rd,Newhall,,,34.66683,-118.763417,7,37,,5,S,R74.476,191,,2
20891489,LAHB,220501,05/01/2022 02:53:00,1179-Trfc Collision-1141 Enrt,I10 E / Western Ave Ofr,Central LA,,,34.036528,-118.318099,7,37,44000,10,E,R12.255,10.1,,243
20891490,INHB,220501,05/01/2022 02:57:00,1183-Trfc Collision-Unkn Inj,I5 N / I405 N,Santa Ana,,,33.637934,-117.729484,12,59,36770,5,N,20.742,93,,
20891491,LAHB,220501,05/01/2022 03:04:00,1183-Trfc Collision-Unkn Inj,I405 S / Nordhoff St,West Valley,,,34.233558,-118.472957,7,37,44000,405,S,44.628,68.4,,0
20891492,LAHB,220501,05/01/2022 03:03:00,1179-Trfc Collision-1141 Enrt,I405 S / Devonshire St,West Valley,,,34.25727,-118.472339,7,37,44000,405,S,46.228,70,,45
20891493,LAHB,220501,05/01/2022 03:01:00,FIRE-Report of Fire,I10 E / San Pedro St Onr,Central LA,,,34.027539,-118.25243,7,37,44000,10,E,16.255,14.1,,2
20891494,INHB,220501,05/01/2022 03:00:00,1179-Trfc Collision-1141 Enrt,0 I10 W,San Gorgonio Pass,,,33.918984,-116.770897,8,65,,10,W,R19.79,105.7,,51
20891495,GGHB,220501,05/01/2022 03:05:00,1125-Traffic Hazard,Sr1 N / Park,Santa Cruz,,,36.984019,-121.933183,5,87,,1,N,12.329,363.2,,9
20891496,GGHB,220501,05/01/2022 03:02:00,1182-Trfc Collision-No Inj,I880 S / E Brokaw Rd Ofr,San Jose,,,37.386619,-121.905526,4,85,68000,880,S,5.7,5.7,,17
20891497,LAHB,220501,05/01/2022 03:06:00,1182-Trfc Collision-No Inj,I605 S / Del Amo Blvd,Santa Fe Springs,,,33.845969,-118.092556,7,37,39892,605,S,R2.848,4.9,,29
20891498,INHB,220501,05/01/2022 03:07:00,WIND Advisory,I40 E / National Trails Hwy Ofr,Barstow,,,34.830173,-116.698425,8,71,,40,E,R18.206,19,,1
20891499,INHB,220501,05/01/2022 03:03:00,1183-Trfc Collision-Unkn Inj,Sr60 W Eo / Etiwanda Ave,Riverside,,,34.018645,-117.515496,8,65,,60,W,R2.545,43.1,,19
20891503,LAHB,220501,05/01/2022 03:11:00,WW-Wrong Way Driver,Sr152 E / Basalt,Los Banos,,,37.06078,-121.057423,10,47,,152,E,R10.965,56.9,,22
20891504,GGHB,220501,05/01/2022 03:15:00,1182-Trfc Collision-No Inj,High St Ofr / I880 S,Oakland,,,37.772063,-122.224812,4,1,53000,880,S,28.173,38.4,,16
20891505,GGHB,220501,05/01/2022 03:14:00,1179-Trfc Collision-1141 Enrt,Us101 N / Us101 N San Anselmo Rd Ofr,Templeton,,,35.495325,-120.680331,5,79,3064,101,N,46.705,220.2,,48
20891506,LAHB,220501,05/01/2022 03:17:00,1125-Traffic Hazard,I405 S / Irvine Center Dr Ofr,OCCC,,,33.649062,-117.751221,12,59,36770,405,S,1.23,1,,1
20891507,INHB,220501,05/01/2022 03:16:00,1182-Trfc Collision-No Inj,I15 N To / Sr60 W Con,Riverside,,,34.022433,-117.548936,8,65,,15,N,51.507,106,,19
20891508,INHB,220501,05/01/2022 03:12:00,1182-Trfc Collision-No Inj,Sr60 W Wo / Redlands Blvd,Riverside,,,33.93935,-117.16111,8,65,49270,60,W,20.079,60.2,,5
20891509,LAHB,220501,05/01/2022 03:22:00,1179-Trfc Collision-1141 Enrt,Sr14 S / Newhall Ave,Newhall,,,34.365183,-118.503648,7,37,44000,14,S,R27.088,2.3,,57
20891510,LAHB,220501,05/01/2022 03:19:00,SIG Alert,I10 E / Arlington Ave,Central LA,,,34.036589,-118.317611,7,37,44000,10,E,R12.355,10.2,,42
20891512,INHB,220501,05/01/2022 03:21:00,1125-Traffic Hazard,I405 S / Irvine Center Dr Icd,Santa Ana,,,33.647962,-117.746969,12,59,36770,405,S,0.93,.7,,1
20891513,LAHB,220501,05/01/2022 03:28:00,1183-Trfc Collision-Unkn Inj,Sr180 W / Sr99 (jwo),Fresno,,,36.73843,-119.823766,6,19,,180,W,55.8,32.261,,23
20891514,LAHB,220501,05/01/2022 03:24:00,1183-Trfc Collision-Unkn Inj,Sr14 S / Soledad Canyon Rd - (89-31),Antelope Valley,,,34.489469,-118.137349,7,37,,14,S,R52.337,27.5,,4
20891515,GGHB,220501,05/01/2022 03:30:00,1183-Trfc Collision-Unkn Inj,Sr87 S / Sr87 S Sr85 S Con,San Jose,,,37.260265,-121.85904,4,85,68000,87,S,0.333,.332,,93
20891516,LAHB,220501,05/01/2022 03:33:00,1183-Trfc Collision-Unkn Inj,Sr134 W / Us101 N,Altadena,,,34.154522,-118.378131,7,37,44000,134,W,0,0,,208
20891517,INHB,220501,05/01/2022 03:32:00,WW-Wrong Way Driver,I15 N / Magnolia Ave Ofr,Riverside,,,33.863195,-117.539202,8,65,,15,N,40.107,94.6,,79
20891519,INHB,220501,05/01/2022 03:27:00,1179-Trfc Collision-1141 Enrt,I15 S To / Sr60 W Con,Riverside,,,34.026311,-117.550977,8,65,,15,S,51.817,106.3,,43
20891521,GGHB,220501,05/01/2022 03:33:00,1179-Trfc Collision-1141 Enrt,Sr92 W / Foster City Blvd Ofr,Redwood City,,,37.565599,-122.271319,4,81,68252,92,W,R13.774,14.5,,53
20891522,LAHB,220501,05/01/2022 03:31:00,1183-Trfc Collision-Unkn Inj,Sr170 N / Sr134 W Sr170 N Con,Altadena,,,34.156648,-118.378894,7,37,44000,170,N,R14.814,1.9,,23
20891523,INHB,220501,05/01/2022 03:35:00,1125-Traffic Hazard,I15 N To / Sr60 W Con,Riverside,,,34.022433,-117.548936,8,65,,15,N,51.507,106,,23
20891524,LAHB,220501,05/01/2022 03:42:00,1182-Trfc Collision-No Inj,I405 N / Wilmington Ave,South LA,,,33.825939,-118.241557,7,37,11530,405,N,9.528,33.3,,26
20891525,LAHB,220501,05/01/2022 03:40:00,1183-Trfc Collision-Unkn Inj,Us101 S / Glendale Blvd,Central LA,,,34.069633,-118.261298,7,37,44000,101,S,2.452,3.8,,152
20891526,LAHB,220501,05/01/2022 03:41:00,1182-Trfc Collision-No Inj,Sr99 S / Sr99 S Sr152 W Con,Madera,,,37.086565,-120.212606,6,39,,99,S,22.938,166.9,,17
20891527,GGHB,220501,05/01/2022 03:46:00,1183-Trfc Collision-Unkn Inj,Sr92 E / Sr92 E Us101 N Con,Redwood City,,,37.552842,-122.296797,4,81,68252,92,E,R12.074,12.8,,14
20891528,LAHB,220501,05/01/2022 03:47:00,1183-Trfc Collision-Unkn Inj,Sr180 W / Sr99,Fresno,,,36.741006,-119.814775,6,19,,180,W,R56.301,32.765,,4
20891529,LAHB,220501,05/01/2022 03:45:00,SIG Alert,I110 N I10 E Con / I10 E,Central LA,,,34.035394,-118.268618,7,37,44000,110,N,21.27,21.2,,1
20891530,GGHB,220501,05/01/2022 03:50:00,CZP-Assist with Construction,Sr237 W Us101 N Con / Moffett Park Dr Onr,San Jose,,,37.401816,-122.036038,4,85,77000,237,W,2.443,2.5,,161
20891531,GGHB,220501,05/01/2022 03:49:00,1125-Traffic Hazard,I280 S / Mission St Ofr,San Francisco,,,37.714126,-122.451381,4,75,67000,280,S,R1.127,51.1,,30
