20895126,LAHB,220503,05/03/2022 01:45:00,FIRE-Report of Fire,Us101 N / Barham Blvd,Central LA,,,34.128808,-118.346897,7,37,44000,101,N,9.252,10.6,,6
20895127,SAHB,220503,05/03/2022 01:53:00,1125-Traffic Hazard,I80 E / Blue Canyon Rd Ofr,Gold Run,,,39.282385,-120.706475,3,61,,80,E,53.202,154.7,,37
20895129,LAHB,220503,05/03/2022 01:55:00,WW-Wrong Way Driver,I710 S / E Cesar E Chavez Ave,East LA,,,34.040574,-118.170194,7,37,,710,S,24.993,20,,9
20895130,LAHB,220503,05/03/2022 01:59:00,FIRE-Report of Fire,Sr99 N / Avenue 7 Ofr,Madera,,,36.848707,-119.943191,6,39,,99,N,R0.751,144.7,,32
20895131,LAHB,220503,05/03/2022 01:58:00,WW-Wrong Way Driver,I710 N / Valley Blvd,East LA,,,34.075058,-118.160728,7,37,884,710,N,T27.393,22.4,,1
20895133,GGHB,220503,05/03/2022 02:07:00,1183-Trfc Collision-Unkn Inj,I280 N / I280 N Us101 S Con,San Francisco,,,37.732295,-122.414206,4,75,67000,280,N,R3.639,53.6,,65
20895134,LAHB,220503,05/03/2022 02:06:00,1125-Traffic Hazard,I10 E I110 S Con / I10 E I110 Con,Central LA,,,34.03763,-118.279318,7,37,44000,10,E,14.555,12.4,,2
20895135,LAHB,220503,05/03/2022 02:02:00,1183-Trfc Collision-Unkn Inj,I405 N / Howard Hughes Pky Ofr,West LA,,,33.972722,-118.379414,7,37,44000,405,N,24.428,48.2,,12
20895136,LAHB,220503,05/03/2022 02:03:00,FIRE-Report of Fire,Sr99 N / Herndon Ave Ofr,Fresno,,,36.829274,-119.913558,6,19,,99,N,30.16,142.5,,6
20895139,INHB,220503,05/03/2022 02:18:00,1183-Trfc Collision-Unkn Inj,I5 N / I5 N SR78 E CON,Oceanside,,,33.174707,-117.349375,11,73,11194,5,N,R51.009,50.9,,6
20895141,SAHB,220503,05/03/2022 02:27:00,1125-Traffic Hazard,I580 W / Mountain House Pkwy Ofr,Tracy,,,37.717751,-121.532149,10,77,,580,W,13.304,13.9,,4
20895142,GGHB,220503,05/03/2022 02:27:00,1125-Traffic Hazard,I280 S Sr87 S Con / Sr87 S,San Jose,,,37.312875,-121.885776,4,85,68000,280,S,R2.3,2.3,,103
20895145,SAHB,220503,05/03/2022 02:29:00,FIRE-Report of Fire,I5 N / E Main St Ofr,Woodland,,,38.674575,-121.741022,3,113,,5,N,6.255,536.2,,1
20895146,GGHB,220503,05/03/2022 02:34:00,1125-Traffic Hazard,Nb 17 Jno Hamilton,,,,,,,,,17,,,,,9
20895147,LAHB,220503,05/03/2022 02:28:00,FIRE-Report of Fire,I5 S / Western Ave Ofr,Altadena,,,34.16695,-118.299891,7,37,30000,5,S,28.13,144.7,,5
20895148,INHB,220503,05/03/2022 02:32:00,CFIRE-Car Fire,I5 N / Sr39,Westminster,,,33.866546,-117.99823,12,59,8786,5,N,43.449,115.7,,52
20895151,INHB,220503,05/03/2022 02:45:00,1183-Trfc Collision-Unkn Inj,Sr60 E Eo / Gilman Springs Rd  Mm 22  San G,San Gorgonio Pass,,,33.936032,-117.116711,8,65,,60,E,22.679,62.8,,39
20895154,LAHB,220503,05/03/2022 02:51:00,1125-Traffic Hazard,I10 W I110 CON / W PICO BLVD OFR,Central LA,,,34.037668,-118.271293,7,37,44000,10,W,14.955,12.8,,36
20895155,INHB,220503,05/03/2022 02:53:00,1183-Trfc Collision-Unkn Inj,Sr60 E Eo / Gilman Springs Rd  Mm 22  San G,San Gorgonio Pass,,,33.936032,-117.116711,8,65,,60,E,22.679,62.8,,35
20895156,SAHB,220503,05/03/2022 03:04:00,1179-Trfc Collision-1141 Enrt,Sr99 S / Sr26 Ofr,Stockton,,,37.973152,-121.247295,10,77,,99,S,19.515,255.3,,56
20895157,GGHB,220503,05/03/2022 03:02:00,FIRE-Report of Fire,Us101 N / Bayshore Blvd Onr,San Francisco,,,37.719288,-122.39951,4,75,67000,101,N,0.806,429.1,,2
20895159,LAHB,220503,05/03/2022 03:03:00,1183-Trfc Collision-Unkn Inj,Sr57 N / Diamond Bar Blvd Ofr,Baldwin Park,,,33.965527,-117.850755,7,37,,57,N,R1.622,13.5,,22
20895160,INHB,220503,05/03/2022 03:04:00,BREAK-Traffic Break,I15 S / Ranchero Rd,Victorville,,,34.382996,-117.415497,8,71,,15,S,30.422,138.3,,44
20895163,LAHB,220503,05/03/2022 03:20:00,1179-Trfc Collision-1141 Enrt,I110 N / Imperial Hwy,South LA,,,33.930997,-118.280059,7,37,44000,110,N,13.97,13.9,,42
20895164,LAHB,220503,05/03/2022 03:26:00,1125-Traffic Hazard,I10 W Us101 N Con / N Mission Rd Ofr,Central LA,,,34.052724,-118.224078,7,37,44000,10,W,S0.061,16.3,,16
20895167,LAHB,220503,05/03/2022 03:31:00,1179-Trfc Collision-1141 Enrt,I5 N / Lassen Ave Ofr,Coalinga,,,36.075108,-120.098942,6,31,3302,5,N,0.034,318.9,,93
20895169,LAHB,220503,05/03/2022 03:37:00,1125-Traffic Hazard,I605 N I10 Con / I605 N I10 E Con,East LA,,,34.062271,-118.000199,7,37,3666,605,N,R19.948,22,,43
20895170,LAHB,220503,05/03/2022 03:35:00,1179-Trfc Collision-1141 Enrt,I5 N / Walnut Ave Onr,Altadena,,,34.187537,-118.321617,7,37,8954,5,N,30.067,146.7,,21
20895171,SAHB,220503,05/03/2022 03:41:00,1125-Traffic Hazard,I80 W / Raley Blvd Ofr,North Sac,,,38.641648,-121.425038,3,67,64000,80,W,M7.882,91.8,,2
20895172,GGHB,220503,05/03/2022 03:38:00,1182-Trfc Collision-No Inj,Sr17 N / Hebard Rd,San Jose,,,37.172834,-121.992101,4,85,,17,N,2.747,15.3,,41
20895174,LAHB,220503,05/03/2022 03:39:00,1183-Trfc Collision-Unkn Inj,I5 N / Buena Vista St Ofr,Altadena,,,34.199165,-118.337926,7,37,8954,5,N,31.267,147.9,,40
20895175,SAHB,220503,05/03/2022 03:47:00,FIRE-Report of Fire,Sr4 E / Filbert St Ofr,Stockton,,,37.958265,-121.258854,10,77,75000,4,E,R18.391,65.96,,4
20895176,SAHB,220503,05/03/2022 03:48:00,1183-Trfc Collision-Unkn Inj,Sr99 N / Grant Line Rd E Onr,South Sac,,,38.377269,-121.362773,3,67,22020,99,N,10.13,284.6,,31
20895177,GGHB,220503,05/03/2022 03:53:00,1125-Traffic Hazard,I880 N / Stevenson Blvd E Onr,Hayward,,,37.522875,-121.988243,4,1,26000,880,N,6.273,16.5,,15
20895179,SAHB,220503,05/03/2022 03:59:00,FIRE-Report of Fire,I80 W / Norwood Ave Ofr,North Sac,,,38.641355,-121.45162,3,67,64000,80,W,M6.382,90.3,,1
20895180,INHB,220503,05/03/2022 03:58:00,1183-Trfc Collision-Unkn Inj,Sr60 W Eo / Etiwanda Ave,Riverside,,,34.018645,-117.515496,8,65,,60,W,R2.545,43.1,,21
20895181,GGHB,220503,05/03/2022 04:26:00,1125-Traffic Hazard,Us101 S / Cesar Chavez St Ofr,San Francisco,,,37.752501,-122.402997,4,75,67000,101,S,3.269,431.6,,1
20895182,INHB,220503,05/03/2022 04:27:00,CZP-Assist with Construction,I10 E / Ford Dry Lake Exit 217 Mm 129,Blythe,,,33.611732,-115.005456,8,65,,10,E,R128.997,214.1,,669
20895183,LAHB,220503,05/03/2022 04:29:00,FIRE-Report of Fire,Sr99 N / Bradbury Rd,Merced,,,37.448731,-120.797104,10,47,,99,N,R35.65,209.1,,5
20895184,INHB,220503,05/03/2022 04:30:00,MZP-Assist CT with Maintenance,I15 S / Del Lago Blvd,Oceanside,,,33.073531,-117.070296,11,73,22804,15,S,M27.253,27.5,,344
20895186,LAHB,220503,05/03/2022 04:34:00,1183-Trfc Collision-Unkn Inj,I10 W / Peck Rd,East LA,,,34.06811,-118.02874,7,37,22230,10,W,29.5,28,,43
20895187,INHB,220503,05/03/2022 04:38:00,1183-Trfc Collision-Unkn Inj,I215 N No / 2nd St,San Bernardino,,,34.104018,-117.301887,8,71,65000,215,N,6.893,44.2,,60
20895189,GGHB,220503,05/03/2022 04:44:00,1125-Traffic Hazard,I280 N / Geneva Ave Ofr,San Francisco,,,37.719157,-122.448254,4,75,67000,280,N,R1.539,51.5,,46
20895190,INHB,220503,05/03/2022 04:48:00,1183-Trfc Collision-Unkn Inj,I10 E Wo / Riverside Ave,San Bernardino,,,34.068321,-117.37949,8,71,,10,E,19.428,66.2,,44
20895191,LAHB,220503,05/03/2022 04:51:00,1182-Trfc Collision-No Inj,Sr60 W / Santa Anita Ave Ofr,East LA,,,34.038831,-118.045892,7,37,,60,W,10.559,10.7,,16
20895194,LAHB,220503,05/03/2022 05:01:00,1182-Trfc Collision-No Inj,Sr60 E / Fullerton Rd Onr,Santa Fe Springs,,,33.994039,-117.904198,7,37,36490,60,E,19.559,19.7,,30
20895195,INHB,220503,05/03/2022 05:04:00,MZP-Assist CT with Maintenance,I15 N / Del Lago Dar (hov),Oceanside,,,33.073708,-117.069818,11,73,22804,15,N,M27.243,27.5,,66
20895196,INHB,220503,05/03/2022 05:01:00,1179-Trfc Collision-1141 Enrt,I15 S / OAK HILL RD,Victorville,,,34.363831,-117.432075,8,71,,15,S,R28.723,136.6,,27
20895200,LAHB,220503,05/03/2022 05:12:00,1182-Trfc Collision-No Inj,I405 S / Cherry Ave N Ofr,South LA,,,33.814208,-118.173134,7,37,43000,405,S,5.252,29.2,,28
20895201,INHB,220503,05/03/2022 05:16:00,20002-Hit and Run No Injuries,I15 S / Bear Valley Rd E Onr,Victorville,,,34.46755,-117.348554,8,71,82590,15,S,37.322,145.2,,2
20895204,GGHB,220503,05/03/2022 05:21:00,1183-Trfc Collision-Unkn Inj,I580 W / North Flynn Rd Ofr,Dublin,,,37.720067,-121.658613,4,1,,580,W,R5.958,22,,52
20895206,LAHB,220503,05/03/2022 05:16:00,1125-Traffic Hazard,Sr170 S / I5 S Sr170 S Con,West Valley,,,34.227547,-118.410753,7,37,44000,170,S,R20.114,7.2,,1
20895207,INHB,220503,05/03/2022 05:19:00,1125-Traffic Hazard,I405 N / Euclid,Westminster,,,33.695838,-117.935133,12,59,25380,405,N,12.53,12.3,,11
20895210,LAHB,220503,05/03/2022 05:24:00,1179-Trfc Collision-1141 Enrt,Sr14 N / Santiago Rd Ofr,Antelope Valley,,,34.490956,-118.167547,7,37,,14,N,R50.437,25.6,,42
20895211,LAHB,220503,05/03/2022 05:22:00,1182-Trfc Collision-No Inj,Sr170 S / Sherman Wy Ofr,West Valley,,,34.20456,-118.405337,7,37,44000,170,S,R18.514,5.6,,31
20895212,INHB,220503,05/03/2022 05:24:00,1125-Traffic Hazard,I405 N / Euclid,Orange County FSP,,,33.695838,-117.935133,12,59,25380,405,N,12.53,12.3,,20
20895213,SAHB,220503,05/03/2022 05:31:00,1125-Traffic Hazard,Us50 W / Pioneer Bridge,South Sac,,,38.571333,-121.515714,3,113,84816,50,W,L0.044,3.2,,15
20895215,GGHB,220503,05/03/2022 05:32:00,1125-Traffic Hazard,Sr4 E / Port Chicago Hwy Ofr,Contra Costa,,,38.004458,-122.038839,4,13,16000,4,E,R14.515,14.23,,20
20895216,GGHB,220503,05/03/2022 05:31:00,1125-Traffic Hazard,Sr118 W / Yosemite Ave Ofr,Moorpark,,,34.28164,-118.673836,7,111,72016,118,W,R29.769,30.7,,1
20895217,INHB,220503,05/03/2022 05:31:00,BREAK-Traffic Break,I5 S / Avery Pkwy,Capistrano,,,33.547269,-117.673035,12,59,48256,5,S,12.905,85.1,,43
20895218,INHB,220503,05/03/2022 05:30:00,1125-Traffic Hazard,I5 S / Genesee Ave Ofr,North FSP,,,32.890968,-117.227506,11,73,66000,5,S,R29.709,29.6,,64
20895219,INHB,220503,05/03/2022 05:28:00,1125-Traffic Hazard,I5 S / Genesee Ave Ofr,San Diego,,,32.890968,-117.227506,11,73,66000,5,S,R29.709,29.6,,73
20895221,GGHB,220503,05/03/2022 05:36:00,1182-Trfc Collision-No Inj,Us101 N / Market St,Monterey,,,36.677222,-121.641111,5,53,64224,101,N,87.28,327.5,,39
20895223,INHB,220503,05/03/2022 05:38:00,1125-Traffic Hazard,Inland Center Dr Onr / I215 N,San Bernardino FSP,,,34.091598,-117.301724,8,71,65000,215,N,5.993,43.3,,8
20895224,INHB,220503,05/03/2022 05:37:00,1125-Traffic Hazard,Inland Center Dr Onr / I215 S,San Bernardino FSP,,,34.079071,-117.29715,8,71,65000,215,S,5.093,42.4,,0
20895225,INHB,220503,05/03/2022 05:36:00,1183-Trfc Collision-Unkn Inj,I215 N / Alessandro Blvd Ofr,Riverside FSP,,,33.912996,-117.284766,8,65,,215,N,R36.133,27.8,,10
20895226,INHB,220503,05/03/2022 05:35:00,1183-Trfc Collision-Unkn Inj,I215 N / Alessandro Blvd Ofr,Riverside,,,33.912996,-117.284766,8,65,,215,N,R36.133,27.8,,297
20895227,GGHB,220503,05/03/2022 05:42:00,1182-Trfc Collision-No Inj,Us101 S / Cesar Chavez St Ofr,San Francisco,,,37.752501,-122.402997,4,75,67000,101,S,3.269,431.6,,56
20895228,GGHB,220503,05/03/2022 05:40:00,1125-Traffic Hazard,Us101 N / Us101 N I380 W Con,San Francisco,,,37.626965,-122.401828,4,81,,101,N,R20.113,422.3,,6
20895229,INHB,220503,05/03/2022 05:42:00,1125-Traffic Hazard,I15 N / Sr74 Onr,Riverside FSP,,,33.695017,-117.340813,8,65,39486,15,N,22.507,77,,0
20895232,GGHB,220503,05/03/2022 05:45:00,1182-Trfc Collision-No Inj,Us101 S / Cesar Chavez St Ofr,San Francisco FSP,,,37.752501,-122.402997,4,75,67000,101,S,3.269,431.6,,28
20895233,LAHB,220503,05/03/2022 05:45:00,1183-Trfc Collision-Unkn Inj,I110 N / W Vernon Ave,Central LA,,,34.003773,-118.280919,7,37,44000,110,N,18.97,18.9,,18
20895234,INHB,220503,05/03/2022 05:49:00,1125-Traffic Hazard,Inland Center Dr Onr / I215 S,San Bernardino FSP,,,34.079071,-117.29715,8,71,65000,215,S,5.093,42.4,,14
20895236,INHB,220503,05/03/2022 05:46:00,1125-Traffic Hazard,I15 S / Clinton Keith,Temecula FSP,,,33.595678,-117.245117,8,65,50076,15,S,13.595,68.1,,0
20895237,INHB,220503,05/03/2022 05:45:00,MZP-Assist CT with Maintenance,0 I15 N,Barstow,,,35.484609,-115.438439,8,71,,15,N,177.469,284.8,,543
20895238,GGHB,220503,05/03/2022 05:51:00,1183-Trfc Collision-Unkn Inj,Us101 S / Millbrae Ave Ofr,San Francisco FSP,,,37.604779,-122.384004,4,81,47486,101,S,18.176,420.4,,41
20895239,GGHB,220503,05/03/2022 05:48:00,1183-Trfc Collision-Unkn Inj,Us101 S / Millbrae Ave Ofr,San Francisco,,,37.604779,-122.384004,4,81,47486,101,S,18.176,420.4,,29
20895243,LAHB,220503,05/03/2022 05:52:00,1125-Traffic Hazard,Sr99 S / West Bradbury Rd Ofr,Merced,,,37.451767,-120.800065,10,47,,99,S,R35.875,209.3,,11
20895244,INHB,220503,05/03/2022 05:53:00,DOT-Request CalTrans Notify,I5 S / Jamboree Rd E Onr,Santa Ana,,,33.717487,-117.792413,12,59,36770,5,S,27.412,99.6,,0
20895245,INHB,220503,05/03/2022 05:50:00,1125-Traffic Hazard,Inland Center Dr Onr / I215 S,San Bernardino,,,34.079071,-117.29715,8,71,65000,215,S,5.093,42.4,,35
20895247,GGHB,220503,05/03/2022 05:55:00,20002-Hit and Run No Injuries,I580 E / El Charro Rd Ofr,Dublin,,,37.701161,-121.854366,4,1,,580,E,16.816,33,,18
20895248,GGHB,220503,05/03/2022 05:54:00,1182-Trfc Collision-No Inj,Us101 S / Millbrae Ave Onr,Redwood City FSP,,,37.600129,-122.376864,4,81,9066,101,S,17.676,419.9,,4
20895249,GGHB,220503,05/03/2022 04:43:00,BREAK-Traffic Break,US101 S,Marin,,,37.825615,-122.479262,4,75,67000,101,S,L0.275,440.1,,74
20895250,INHB,220503,05/03/2022 05:56:00,1125-Traffic Hazard,SR22 W / HASTER ST,Westminster,,,33.774052,-117.905895,12,59,29000,22,W,R8.743,10.2,,15
20895251,INHB,220503,05/03/2022 05:55:00,1125-Traffic Hazard,Sr22 W / Haster St,Orange County FSP,,,33.774052,-117.905895,12,59,29000,22,W,R8.743,10.2,,0
20895256,LAHB,220503,05/03/2022 06:02:00,WW-Wrong Way Driver,I5 N 4TH ST OFR / E 4th St,Central LA,,,34.042795,-118.216653,7,37,44000,5,N,17.567,134.2,,4
20895257,INHB,220503,05/03/2022 06:04:00,1125-Traffic Hazard,I15 S / Camino Del Norte,North FSP,,,32.997967,-117.083458,11,73,66000,15,S,M21.953,22.2,,45
20895258,INHB,220503,05/03/2022 06:01:00,1125-Traffic Hazard,Sr15 S / Market St Onr,North FSP,,,32.70938,-117.119793,11,73,66000,15,S,1.708,1.3,,27
20895259,INHB,220503,05/03/2022 05:59:00,1125-Traffic Hazard,Sr15 S / Market St Onr,San Diego,,,32.70938,-117.119793,11,73,66000,15,S,1.708,1.3,,14
20895260,INHB,220503,05/03/2022 06:02:00,1125-Traffic Hazard,I15 N / Sr74 Onr,Riverside FSP,,,33.695017,-117.340813,8,65,39486,15,N,22.507,77,,0
20895261,GGHB,220503,05/03/2022 06:08:00,1183-Trfc Collision-Unkn Inj,Us101 N / Us101 N I880 N Con,San Jose FSP,,,37.363715,-121.898002,4,85,68000,101,N,38.063,387.7,,54
20895262,GGHB,220503,05/03/2022 06:05:00,1183-Trfc Collision-Unkn Inj,Us101 N / Us101 N I880 N Con,San Jose,,,37.363715,-121.898002,4,85,68000,101,N,38.063,387.7,,21
20895263,GGHB,220503,05/03/2022 06:03:00,CFIRE-Car Fire,I880 N / Montague Expy Ofr,San Jose,,,37.396166,-121.907568,4,85,68000,880,N,6.3,6.3,,2
20895266,LAHB,220503,05/03/2022 06:06:00,20002-Hit and Run No Injuries,I5 N / Valencia Blvd No,LA,,,34.414881,-118.578869,7,37,69088,5,N,R52.89,169.3,,27
20895268,INHB,220503,05/03/2022 06:08:00,1183-Trfc Collision-Unkn Inj,Sr60 E / Valley Wy,Riverside FSP,,,34.0118,-117.434033,8,65,,60,E,7.52,47.8,,12
20895269,INHB,220503,05/03/2022 06:07:00,MZP-Assist CT with Maintenance,Various On 78,,,,,,,,,78,,,,,0
20895270,GGHB,220503,05/03/2022 06:12:00,1183-Trfc Collision-Unkn Inj,I880 S / W A St Ofr,Hayward FSP,,,37.668957,-122.109386,4,1,,880,S,18.573,28.8,,32
20895271,GGHB,220503,05/03/2022 06:10:00,1183-Trfc Collision-Unkn Inj,I880 S / W A St Ofr,Hayward,,,37.668957,-122.109386,4,1,,880,S,18.573,28.8,,33
20895273,LAHB,220503,05/03/2022 06:14:00,1183-Trfc Collision-Unkn Inj,I210 E / Sr57 S,LAFSP,,,34.120136,-117.837183,7,37,30014,210,E,R43.711,44,,4
20895274,LAHB,220503,05/03/2022 06:13:00,1183-Trfc Collision-Unkn Inj,I210 E / Grand Ave,LAFSP,,,34.120519,-117.872641,7,37,30014,210,E,R41.611,41.9,,182
20895275,LAHB,220503,05/03/2022 06:12:00,1183-Trfc Collision-Unkn Inj,I210 E / Sr57 S,Baldwin Park,,,34.120136,-117.837183,7,37,30014,210,E,R43.711,44,,4
20895276,LAHB,220503,05/03/2022 06:10:00,1182-Trfc Collision-No Inj,Wb  105  Jwo Lakewood,,,,,,,,,105,W,,,,10
20895279,SAHB,220503,05/03/2022 06:18:00,CZP-Assist with Construction,Sr299 E / Sr200 Onr,Humboldt,,,40.909504,-124.052147,1,23,,299,E,R2.1,2.1,,208
20895280,SAHB,220503,05/03/2022 06:17:00,1125-Traffic Hazard,I5 N / J St Ofr,South Sac,,,38.580045,-121.505149,3,67,64000,5,N,23.407,518.7,,2
20895281,SAHB,220503,05/03/2022 06:15:00,1125-Traffic Hazard,I80 W / Exit 81 W Capitol Enterprise Blvd Ofr,Woodland,,,38.575281,-121.5714,3,113,84816,80,W,9.5,81.7,,1
20895283,LAHB,220503,05/03/2022 06:19:00,1182-Trfc Collision-No Inj,I105 W / LAKEWOOD BLVD,Santa Fe Springs,,,33.913244,-118.140574,7,37,19766,105,W,R15.8,15.8,,
20895285,INHB,220503,05/03/2022 06:17:00,BREAK-Traffic Break,I15 S / Sr163,San Diego,,,32.863343,-117.110605,11,73,66000,15,S,M12.153,12.4,,37
20895289,GGHB,220503,05/03/2022 06:22:00,1183-Trfc Collision-Unkn Inj,I880 S / I238 N I880 S Con,Hayward FSP,,,37.685108,-122.130046,4,1,,880,S,20.173,30.4,,1
20895290,GGHB,220503,05/03/2022 06:21:00,1183-Trfc Collision-Unkn Inj,I880 S / I238 N I880 S Con,Hayward,,,37.685108,-122.130046,4,1,,880,S,20.173,30.4,,107
20895291,LAHB,220503,05/03/2022 06:21:00,1125-Traffic Hazard,I5 S / Mission Rd Ofr,Central LA,,,34.063101,-118.216029,7,37,44000,5,S,19.03,135.6,,31
20895293,LAHB,220503,05/03/2022 06:26:00,1125-Traffic Hazard,I110 S / W 190th St,LAFSP,,,33.861169,-118.285144,7,37,,110,S,9.07,9,,16
20895295,LAHB,220503,05/03/2022 06:24:00,1125-Traffic Hazard,I110 S / W 190th St,South LA,,,33.861169,-118.285144,7,37,,110,S,9.07,9,,12
